coverage,interval_width
0.8930870891223314,19.011111111111116
0.9169772958319213,21.15555555555556
0.907319552694002,20.588888888888892
0.8802100982717723,18.211111111111112
0.8934259573026093,19.722222222222225
0.9330735343951203,22.177777777777777
0.9230769230769231,21.533333333333335
0.9467976956963741,24.0
0.8930870891223314,19.377777777777773
0.9237546594374788,21.0
0.9237546594374788,21.300000000000004
0.9329041003049814,22.0
0.923415791257201,21.0
0.8934259573026093,20.099999999999998
0.9240935276177566,22.477777777777785
0.8805489664520502,19.0
0.8927482209420535,19.0
0.8934259573026093,19.811111111111106
0.8935953913927482,20.21111111111111
0.9329041003049814,22.0
