coverage,interval_width
0.9829294314891023,5.952734558210626
0.9881115683584819,5.917386859997777
0.9731443377533913,5.172285093779772
0.9905502210028959,5.992033260711926
0.9851851851851852,5.511586136885363
0.9917695473251029,6.29872046997416
0.9464410912970583,5.185337888972577
0.9859167809785093,6.160949239361017
0.9677488187776253,5.292389239409479
0.9503734186861759,4.911834178918611
0.9709190672153635,5.456878496294081
0.9723822588020119,6.00058239837645
0.9927145252248133,6.250323266405192
0.9788142051516537,5.964600339933671
0.9800030483158055,5.5274565607709105
0.9846669714982472,5.573725662470082
0.9809175430574607,5.693617065996452
0.977808260935833,5.587787308819805
0.9876543209876543,5.985823679074278
0.9846060051821369,5.874988197201839
