coverage,interval_width
0.9691744736287526,3.441639081156105
0.9533114929976818,3.2425601562827397
0.982795946127172,4.211333636634215
0.9143245780408836,2.577714077305058
0.961377090637393,3.294799040620818
0.9647297737417859,3.6280757624835265
0.9597103281797804,3.4061732376989236
0.9497480698124413,3.0198636236861094
0.9577370346954805,3.3555516565408445
0.9749794049466445,3.71746252205209
0.9697300611146235,3.3426117961859725
0.9808992853995441,4.313114550487178
0.9479472000306531,3.1193220509813653
0.9629480621491656,3.554102684246313
0.9577561928846485,3.1856377426348965
0.9464911776538881,2.933185067257269
0.9568557579937544,3.4674724149460987
0.9767994329176006,3.894307559901271
0.9779489242676782,3.884297800045782
0.9550740464011341,3.339026667571961
