coverage,interval_width
0.8940914158305463,0.447922191934091
0.867335562987737,0.4099073886522867
0.9013377926421404,0.45614959100266805
0.8996655518394648,0.44829203836276843
0.8835005574136009,0.42044408813942413
0.8924191750278707,0.4288333332656102
0.9409141583054627,0.557909381083581
0.8896321070234113,0.4397741084939369
0.9024526198439242,0.447856832526681
0.887402452619844,0.4367875712810854
0.9063545150501672,0.46689029307962726
0.9292084726867336,0.5242196880637522
0.89520624303233,0.43948692240731463
0.8756967670011149,0.41058711595787245
0.8678929765886287,0.41327861877935046
0.8784838350055741,0.4131948918777318
0.9113712374581939,0.487706615577304
0.8929765886287625,0.43525417458170257
0.9147157190635451,0.4870527311301573
0.882943143812709,0.4237718929244068
