coverage,interval_width
0.8795141483227006,3.1706337371607773
0.7955054888211966,2.0123163432019706
0.8470793340613445,2.877443559474309
0.8800314194302354,2.91401553930169
0.8224610609805161,2.2546244382842566
0.8269823936241546,2.4539421494640266
0.7829568749161829,1.9963366748243119
0.8729237312489223,2.5830230844625772
0.833017223212062,2.3068358391786274
0.8480564017089105,2.4378121415501615
0.8365040136406307,2.3545756613693034
0.783876467996245,1.9415857078703065
0.823016648466387,2.4439950030263025
0.8629423146924152,2.4433973369941353
0.8138207176657662,2.1885381430546
0.8566009540778206,2.7513053241671424
0.8073260915378279,2.298663075386045
0.8164070732034409,2.3020978889816703
0.8336877598329406,2.331004523948514
0.8701841101979041,2.5896890815119664
