coverage,interval_width
0.9132449321749734,4.042933804634073
0.9141899100746838,4.10930512356459
0.9330894680688919,4.283892905574995
0.8919676878524615,3.9522383469905087
0.9187623837829599,4.266370225230356
0.9195854290504496,4.244451517428216
0.9607376924249352,5.025449097897423
0.9356805365035817,4.413162874318561
0.9330285017527816,4.317671751331779
0.9087639079408627,4.0956233846303425
0.9375704923030026,4.249860664151417
0.9094955037341869,4.081893830814009
0.9157445511354977,4.186317484442081
0.9267489711934156,4.3876397914997955
0.8573693034598384,3.5547466150306155
0.9630239292790733,4.8627977076684505
0.8828837067520195,3.9015540828494206
0.9364730986130163,4.439028419216184
0.9153787532388356,4.26515432037574
0.9155311690291115,4.081560257219065
