coverage,interval_width
0.8940914158305463,0.4559999999999998
0.8556298773690078,0.421
0.8779264214046822,0.48200000000000004
0.907469342251951,0.5319999999999999
0.875139353400223,0.45500000000000007
0.8729096989966555,0.44899999999999984
0.9180602006688964,0.5359999999999998
0.8901895206243032,0.46900000000000003
0.8690078037904125,0.45699999999999996
0.8773690078037905,0.45800000000000013
0.8567447045707915,0.42299999999999993
0.9247491638795987,0.5440000000000004
0.9013377926421404,0.49300000000000005
0.8868450390189521,0.4850000000000001
0.867335562987737,0.422
0.8885172798216276,0.4660000000000001
0.8879598662207357,0.5170000000000002
0.8974358974358975,0.49199999999999994
0.919732441471572,0.5359999999999996
0.9069119286510591,0.5199999999999998
