coverage,interval_width
0.9013377926421404,0.4651673634336678
0.875139353400223,0.44010841694537345
0.8929765886287625,0.49497045707915277
0.9191750278706801,0.5438329152731327
0.8812709030100334,0.45375362318840584
0.8913043478260869,0.4604303232998885
0.931438127090301,0.5400058528428093
0.8963210702341137,0.4769452341137123
0.89520624303233,0.47277229654403563
0.8929765886287625,0.46511050724637676
0.8857302118171684,0.44318422519509476
0.9331103678929766,0.5539629319955407
0.903010033444816,0.49583709587513936
0.89520624303233,0.4824464882943143
0.882943143812709,0.4292389910813823
0.9046822742474916,0.4755199275362319
0.9013377926421404,0.5191870122630992
0.9102564102564102,0.5003171683389075
0.9292084726867336,0.5485547658862875
0.9102564102564102,0.5200915551839466
