coverage,interval_width
0.8606465997770345,0.3893881696008323
0.8277591973244147,0.3519983166379397
0.8639910813823858,0.38459013762773864
0.8706800445930881,0.392502526351314
0.8461538461538461,0.37142922672627865
0.8411371237458194,0.3511780337414283
0.9141583054626533,0.4808655053366819
0.8545150501672241,0.38116657198891307
0.867335562987737,0.38101437810025157
0.855072463768116,0.3861036264672605
0.875139353400223,0.40035130256930496
0.9024526198439242,0.45414709615078563
0.8584169453734671,0.38795983298596326
0.855072463768116,0.369083079496621
0.8244147157190636,0.3426296567774997
0.8294314381270903,0.3454298387354893
0.8779264214046822,0.42036838927773057
0.850613154960981,0.37295138731714417
0.8712374581939799,0.41283564007418944
0.842809364548495,0.3607694051317446
