coverage,interval_width
0.8946488294314381,0.46799999999999997
0.9230769230769231,0.5910000000000002
0.9253065774804905,0.625
0.8439241917502787,0.463
0.887402452619844,0.48400000000000004
0.862876254180602,0.43299999999999994
0.8690078037904125,0.4639999999999998
0.8606465997770345,0.43200000000000016
0.8244147157190636,0.43200000000000016
0.8918617614269788,0.4690000000000002
0.8818283166109253,0.46
0.9119286510590858,0.516
0.9358974358974359,0.62
0.9325529542920847,0.5969999999999998
0.9581939799331104,0.755
0.9091415830546266,0.5570000000000002
0.8979933110367893,0.5149999999999998
0.9420289855072463,0.6750000000000002
0.8862876254180602,0.5330000000000001
0.9119286510590858,0.6019999999999995
