coverage,interval_width
0.8890740847175125,2.916837045709474
0.8674636473360537,2.4830476700136472
0.9384638963925129,3.9061207941488676
0.8955495526562829,2.963266209863185
0.8932888863344637,3.1510781591631623
0.8760081997049639,2.5205892339834013
0.9036726248634979,3.1434541025514804
0.864992240933387,2.561113512002506
0.8789202444584938,2.708264358489028
0.9131750866908059,3.3924101727753504
0.9115849569898653,3.3457591190032185
0.8997835124624021,3.175813646844172
0.9248807402724295,3.496009338777668
0.8933655190911355,2.9809050621555975
0.8971588405463915,3.099954824464689
0.897867693545606,2.9619294910792537
0.9061057148878288,3.1753317974653337
0.89792516811311,3.0561373368513696
0.8897254631492232,2.91831174202996
0.9078299519129452,3.435314376187527
