coverage,interval_width
0.9264214046822743,0.620514307525556
0.9269788182831661,0.6163111811200878
0.9414715719063546,0.6964346490390801
0.9492753623188406,0.7164563702340697
0.9308807134894092,0.6151732844194374
0.9654403567447045,0.7549490755731194
0.9492753623188406,0.7564449231570051
0.9286510590858417,0.5963957461706475
0.9542920847268673,0.6918979070261849
0.9548494983277592,0.6736419498255227
0.9503901895206243,0.7235265187785784
0.9515050167224081,0.7627302474518812
0.9375696767001115,0.6415669737216764
0.9442586399108138,0.7327990405514084
0.9247491638795987,0.5932727352384354
0.9297658862876255,0.614976544124809
0.9726867335562988,0.8087345504389138
0.9743589743589743,0.8235280299549016
0.9760312151616499,0.9268644862401931
0.9425863991081382,0.6775249278961498
